snapshot_date,forecast_date,queue,demand
04/06/2026,18/01/2027,sales,12264
04/06/2026,25/01/2027,sales,11486
04/06/2026,01/02/2027,sales,11548
04/06/2026,08/02/2027,sales,11630
04/06/2026,15/02/2027,sales,12299
04/06/2026,22/02/2027,sales,10592
04/06/2026,01/03/2027,sales,11845
04/06/2026,08/03/2027,sales,11115
04/06/2026,15/03/2027,sales,11586
04/06/2026,22/03/2027,sales,11889
04/06/2026,29/03/2027,sales,12092
04/06/2026,05/04/2027,sales,11837
04/06/2026,12/04/2027,sales,12139
04/06/2026,19/04/2027,sales,11367
04/06/2026,26/04/2027,sales,10979
04/06/2026,04/05/2026,billing,14738
04/06/2026,11/05/2026,billing,16228
04/06/2026,18/05/2026,billing,16682
04/06/2026,25/05/2026,billing,15586
04/06/2026,01/06/2026,billing,15428
04/06/2026,08/06/2026,billing,14659
04/06/2026,15/06/2026,billing,14603
04/06/2026,22/06/2026,billing,15769
04/06/2026,29/06/2026,billing,16083
04/06/2026,06/07/2026,billing,15988
04/06/2026,13/07/2026,billing,14143
04/06/2026,20/07/2026,billing,11925
04/06/2026,27/07/2026,billing,12461
04/06/2026,03/08/2026,billing,12979
04/06/2026,10/08/2026,billing,15057
04/06/2026,17/08/2026,billing,15579
04/06/2026,24/08/2026,billing,15619
04/06/2026,31/08/2026,billing,15831
04/06/2026,07/09/2026,billing,15769
04/06/2026,14/09/2026,billing,15518
04/06/2026,21/09/2026,billing,14813
04/06/2026,28/09/2026,billing,15430
04/06/2026,05/10/2026,billing,14892
04/06/2026,12/10/2026,billing,15084
04/06/2026,19/10/2026,billing,15569
04/06/2026,26/10/2026,billing,15434
04/06/2026,02/11/2026,billing,15290
04/06/2026,09/11/2026,billing,15204
04/06/2026,16/11/2026,billing,16291
04/06/2026,23/11/2026,billing,18802
04/06/2026,30/11/2026,billing,18864
04/06/2026,07/12/2026,billing,18151
04/06/2026,14/12/2026,billing,18173
04/06/2026,21/12/2026,billing,16376
04/06/2026,28/12/2026,billing,16632
04/06/2026,04/01/2027,billing,16690
04/06/2026,11/01/2027,billing,17268
04/06/2026,18/01/2027,billing,16986
04/06/2026,25/01/2027,billing,16071
04/06/2026,01/02/2027,billing,15554
04/06/2026,08/02/2027,billing,15036
04/06/2026,15/02/2027,billing,15430
04/06/2026,22/02/2027,billing,15077
04/06/2026,01/03/2027,billing,16258
04/06/2026,08/03/2027,billing,15617
04/06/2026,15/03/2027,billing,15730
04/06/2026,22/03/2027,billing,14910
04/06/2026,29/03/2027,billing,15314
04/06/2026,05/04/2027,billing,15968
04/06/2026,12/04/2027,billing,15466
04/06/2026,19/04/2027,billing,15442
04/06/2026,26/04/2027,billing,15668
04/06/2026,04/05/2026,complaints,4196
04/06/2026,11/05/2026,complaints,3553
04/06/2026,18/05/2026,complaints,3678
04/06/2026,25/05/2026,complaints,3516
04/06/2026,01/06/2026,complaints,3311
04/06/2026,08/06/2026,complaints,3975
04/06/2026,15/06/2026,complaints,3870
04/06/2026,22/06/2026,complaints,3825
04/06/2026,29/06/2026,complaints,3840
04/06/2026,06/07/2026,complaints,4101
04/06/2026,13/07/2026,complaints,3515
04/06/2026,20/07/2026,complaints,3255
04/06/2026,27/07/2026,complaints,3211
04/06/2026,03/08/2026,complaints,3575
04/06/2026,10/08/2026,complaints,3406
04/06/2026,17/08/2026,complaints,3540
04/06/2026,24/08/2026,complaints,3419
04/06/2026,31/08/2026,complaints,3366
04/06/2026,07/09/2026,complaints,3961
04/06/2026,14/09/2026,complaints,3862
04/06/2026,21/09/2026,complaints,3867
04/06/2026,28/09/2026,complaints,4198
04/06/2026,05/10/2026,complaints,4265
04/06/2026,12/10/2026,complaints,4091
04/06/2026,19/10/2026,complaints,4169
04/06/2026,26/10/2026,complaints,4179
04/06/2026,02/11/2026,complaints,4309
04/06/2026,09/11/2026,complaints,3928
04/06/2026,16/11/2026,complaints,3875
04/06/2026,23/11/2026,complaints,3967
04/06/2026,30/11/2026,complaints,4271
04/06/2026,07/12/2026,complaints,4625
04/06/2026,14/12/2026,complaints,4464
04/06/2026,21/12/2026,complaints,4249
04/06/2026,28/12/2026,complaints,4162
04/06/2026,04/01/2027,complaints,4412
04/06/2026,11/01/2027,complaints,3848
04/06/2026,18/01/2027,complaints,3921
04/06/2026,25/01/2027,complaints,3629
04/06/2026,01/02/2027,complaints,3914
04/06/2026,08/02/2027,complaints,3706
04/06/2026,15/02/2027,complaints,3920
04/06/2026,22/02/2027,complaints,3771
04/06/2026,01/03/2027,complaints,3957
04/06/2026,08/03/2027,complaints,3958
04/06/2026,15/03/2027,complaints,3792
04/06/2026,22/03/2027,complaints,3965
04/06/2026,29/03/2027,complaints,4342
04/06/2026,05/04/2027,complaints,4497
04/06/2026,12/04/2027,complaints,3937
04/06/2026,19/04/2027,complaints,4137
04/06/2026,26/04/2027,complaints,4123
04/06/2026,04/05/2026,retentions,5619
04/06/2026,11/05/2026,retentions,6178
04/06/2026,18/05/2026,retentions,5828
04/06/2026,25/05/2026,retentions,5564
04/06/2026,01/06/2026,retentions,5438
04/06/2026,08/06/2026,retentions,5304
04/06/2026,15/06/2026,retentions,5544
04/06/2026,22/06/2026,retentions,5220
04/06/2026,29/06/2026,retentions,5325
04/06/2026,06/07/2026,retentions,5492
04/06/2026,13/07/2026,retentions,5299
04/06/2026,20/07/2026,retentions,4826
04/06/2026,27/07/2026,retentions,4904
04/06/2026,03/08/2026,retentions,5207
04/06/2026,10/08/2026,retentions,5518
04/06/2026,17/08/2026,retentions,6147
04/06/2026,24/08/2026,retentions,5792
04/06/2026,31/08/2026,retentions,5630
04/06/2026,07/09/2026,retentions,5266
04/06/2026,14/09/2026,retentions,5468
04/06/2026,21/09/2026,retentions,5280
04/06/2026,28/09/2026,retentions,5491
04/06/2026,05/10/2026,retentions,5749
04/06/2026,12/10/2026,retentions,5604
04/06/2026,19/10/2026,retentions,5571
04/06/2026,26/10/2026,retentions,5426
04/06/2026,02/11/2026,retentions,5412
04/06/2026,09/11/2026,retentions,5255
04/06/2026,16/11/2026,retentions,5765
04/06/2026,23/11/2026,retentions,6015
04/06/2026,30/11/2026,retentions,6521
04/06/2026,07/12/2026,retentions,6879
04/06/2026,14/12/2026,retentions,6844
04/06/2026,21/12/2026,retentions,6258
04/06/2026,28/12/2026,retentions,5743
04/06/2026,04/01/2027,retentions,5647
04/06/2026,11/01/2027,retentions,5788
04/06/2026,18/01/2027,retentions,6035
04/06/2026,25/01/2027,retentions,5917
04/06/2026,01/02/2027,retentions,5693
04/06/2026,08/02/2027,retentions,5541
04/06/2026,15/02/2027,retentions,5892
04/06/2026,22/02/2027,retentions,5607
04/06/2026,01/03/2027,retentions,5761
04/06/2026,08/03/2027,retentions,5852
04/06/2026,15/03/2027,retentions,5832
04/06/2026,22/03/2027,retentions,5429
04/06/2026,29/03/2027,retentions,5547
04/06/2026,05/04/2027,retentions,5590
04/06/2026,12/04/2027,retentions,5671
04/06/2026,19/04/2027,retentions,5998
04/06/2026,26/04/2027,retentions,5681
04/06/2026,04/05/2026,sales,11133
04/06/2026,11/05/2026,sales,10921
04/06/2026,18/05/2026,sales,10520
04/06/2026,25/05/2026,sales,10004
04/06/2026,01/06/2026,sales,10739
04/06/2026,08/06/2026,sales,11167
04/06/2026,15/06/2026,sales,10973
04/06/2026,22/06/2026,sales,9884
04/06/2026,29/06/2026,sales,10208
04/06/2026,06/07/2026,sales,9703
04/06/2026,13/07/2026,sales,10044
04/06/2026,20/07/2026,sales,10460
04/06/2026,27/07/2026,sales,10410
04/06/2026,03/08/2026,sales,10544
04/06/2026,10/08/2026,sales,10699
04/06/2026,17/08/2026,sales,11239
04/06/2026,24/08/2026,sales,11039
04/06/2026,31/08/2026,sales,11160
04/06/2026,07/09/2026,sales,10626
04/06/2026,14/09/2026,sales,10366
04/06/2026,21/09/2026,sales,10655
04/06/2026,28/09/2026,sales,10029
04/06/2026,05/10/2026,sales,10170
04/06/2026,12/10/2026,sales,10998
04/06/2026,19/10/2026,sales,11971
04/06/2026,26/10/2026,sales,11999
04/06/2026,02/11/2026,sales,12693
04/06/2026,09/11/2026,sales,13610
04/06/2026,16/11/2026,sales,13817
04/06/2026,23/11/2026,sales,13071
04/06/2026,30/11/2026,sales,13516
04/06/2026,07/12/2026,sales,13689
04/06/2026,14/12/2026,sales,12776
04/06/2026,21/12/2026,sales,11861
04/06/2026,28/12/2026,sales,11617
04/06/2026,04/01/2027,sales,11070
04/06/2026,11/01/2027,sales,12109
04/06/2026,18/01/2027,sales,12914
04/06/2026,25/01/2027,sales,12411
04/06/2026,01/02/2027,sales,11946
04/06/2026,08/02/2027,sales,12919
04/06/2026,15/02/2027,sales,11134
04/06/2026,22/02/2027,sales,10662
04/06/2026,01/03/2027,sales,10723
04/06/2026,08/03/2027,sales,11532
04/06/2026,15/03/2027,sales,11639
04/06/2026,22/03/2027,sales,12045
04/06/2026,29/03/2027,sales,12390
04/06/2026,05/04/2027,sales,11860
04/06/2026,12/04/2027,sales,11261
04/06/2026,19/04/2027,sales,11432
04/06/2026,26/04/2027,sales,11526
04/06/2026,04/05/2026,billing,15136
04/06/2026,11/05/2026,billing,16065
04/06/2026,18/05/2026,billing,16662
04/06/2026,25/05/2026,billing,15643
04/06/2026,01/06/2026,billing,15388
04/06/2026,08/06/2026,billing,14665
04/06/2026,15/06/2026,billing,15460
04/06/2026,22/06/2026,billing,15884
04/06/2026,29/06/2026,billing,17346
04/06/2026,06/07/2026,billing,16758
04/06/2026,13/07/2026,billing,14306
04/06/2026,20/07/2026,billing,12364
04/06/2026,27/07/2026,billing,12210
04/06/2026,03/08/2026,billing,13249
04/06/2026,10/08/2026,billing,15359
04/06/2026,17/08/2026,billing,15824
04/06/2026,24/08/2026,billing,15987
04/06/2026,31/08/2026,billing,16414
04/06/2026,07/09/2026,billing,14995
04/06/2026,14/09/2026,billing,14998
04/06/2026,21/09/2026,billing,14798
04/06/2026,28/09/2026,billing,15044
04/06/2026,05/10/2026,billing,14117
04/06/2026,12/10/2026,billing,15253
04/06/2026,19/10/2026,billing,15285
04/06/2026,26/10/2026,billing,15967
04/06/2026,02/11/2026,billing,14738
04/06/2026,09/11/2026,billing,15321
04/06/2026,16/11/2026,billing,15947
04/06/2026,23/11/2026,billing,16845
04/06/2026,30/11/2026,billing,18989
04/06/2026,07/12/2026,billing,18131
04/06/2026,14/12/2026,billing,17438
04/06/2026,21/12/2026,billing,15964
04/06/2026,28/12/2026,billing,16388
04/06/2026,04/01/2027,billing,16839
04/06/2026,11/01/2027,billing,17137
04/06/2026,18/01/2027,billing,16334
04/06/2026,25/01/2027,billing,16180
04/06/2026,01/02/2027,billing,15632
04/06/2026,08/02/2027,billing,15004
04/06/2026,15/02/2027,billing,15159
04/06/2026,22/02/2027,billing,15223
04/06/2026,01/03/2027,billing,16261
04/06/2026,08/03/2027,billing,15317
04/06/2026,15/03/2027,billing,16316
04/06/2026,22/03/2027,billing,15516
04/06/2026,29/03/2027,billing,15553
04/06/2026,05/04/2027,billing,15550
04/06/2026,12/04/2027,billing,15753
04/06/2026,19/04/2027,billing,15729
04/06/2026,26/04/2027,billing,15697
04/06/2026,04/05/2026,complaints,4157
04/06/2026,11/05/2026,complaints,3618
04/06/2026,18/05/2026,complaints,3471
04/06/2026,25/05/2026,complaints,3270
04/06/2026,01/06/2026,complaints,3512
04/06/2026,08/06/2026,complaints,3685
04/06/2026,15/06/2026,complaints,3777
04/06/2026,22/06/2026,complaints,4067
04/06/2026,29/06/2026,complaints,3939
04/06/2026,06/07/2026,complaints,4285
04/06/2026,13/07/2026,complaints,3631
04/06/2026,20/07/2026,complaints,3346
04/06/2026,27/07/2026,complaints,3314
04/06/2026,03/08/2026,complaints,3537
04/06/2026,10/08/2026,complaints,3358
04/06/2026,17/08/2026,complaints,3576
04/06/2026,24/08/2026,complaints,3512
04/06/2026,31/08/2026,complaints,3440
04/06/2026,07/09/2026,complaints,3782
04/06/2026,14/09/2026,complaints,3919
04/06/2026,21/09/2026,complaints,3962
04/06/2026,28/09/2026,complaints,4074
04/06/2026,05/10/2026,complaints,4440
04/06/2026,12/10/2026,complaints,3991
04/06/2026,19/10/2026,complaints,4118
04/06/2026,26/10/2026,complaints,4120
04/06/2026,02/11/2026,complaints,4472
04/06/2026,09/11/2026,complaints,3942
04/06/2026,16/11/2026,complaints,4008
04/06/2026,23/11/2026,complaints,4003
04/06/2026,30/11/2026,complaints,4449
04/06/2026,07/12/2026,complaints,4586
04/06/2026,14/12/2026,complaints,4472
04/06/2026,21/12/2026,complaints,4230
04/06/2026,28/12/2026,complaints,4152
04/06/2026,04/01/2027,complaints,4170
04/06/2026,11/01/2027,complaints,4077
04/06/2026,18/01/2027,complaints,3962
04/06/2026,25/01/2027,complaints,3658
04/06/2026,01/02/2027,complaints,3802
04/06/2026,08/02/2027,complaints,3808
04/06/2026,15/02/2027,complaints,3773
04/06/2026,22/02/2027,complaints,3800
04/06/2026,01/03/2027,complaints,3760
04/06/2026,08/03/2027,complaints,3918
04/06/2026,15/03/2027,complaints,3980
04/06/2026,22/03/2027,complaints,4027
04/06/2026,29/03/2027,complaints,4282
04/06/2026,05/04/2027,complaints,4515
04/06/2026,12/04/2027,complaints,4083
04/06/2026,19/04/2027,complaints,3855
04/06/2026,26/04/2027,complaints,3738
04/06/2026,04/05/2026,retentions,5556
04/06/2026,11/05/2026,retentions,5539
04/06/2026,18/05/2026,retentions,5912
04/06/2026,25/05/2026,retentions,5688
04/06/2026,01/06/2026,retentions,5565
04/06/2026,08/06/2026,retentions,5460
04/06/2026,15/06/2026,retentions,5622
04/06/2026,22/06/2026,retentions,5215
04/06/2026,29/06/2026,retentions,5332
04/06/2026,06/07/2026,retentions,5497
04/06/2026,13/07/2026,retentions,5303
04/06/2026,20/07/2026,retentions,4989
04/06/2026,27/07/2026,retentions,4822
04/06/2026,03/08/2026,retentions,5290
04/06/2026,10/08/2026,retentions,5784
04/06/2026,17/08/2026,retentions,6035
04/06/2026,24/08/2026,retentions,5806
04/06/2026,31/08/2026,retentions,5453
04/06/2026,07/09/2026,retentions,5134
04/06/2026,14/09/2026,retentions,5279
04/06/2026,21/09/2026,retentions,5125
04/06/2026,28/09/2026,retentions,5562
04/06/2026,05/10/2026,retentions,5694
04/06/2026,12/10/2026,retentions,5825
04/06/2026,19/10/2026,retentions,5744
04/06/2026,26/10/2026,retentions,5409
04/06/2026,02/11/2026,retentions,5463
04/06/2026,09/11/2026,retentions,5426
04/06/2026,16/11/2026,retentions,5912
04/06/2026,23/11/2026,retentions,6125
04/06/2026,30/11/2026,retentions,6609
04/06/2026,07/12/2026,retentions,6881
04/06/2026,14/12/2026,retentions,6677
04/06/2026,21/12/2026,retentions,6121
04/06/2026,28/12/2026,retentions,5502
04/06/2026,04/01/2027,retentions,5497
04/06/2026,11/01/2027,retentions,5850
04/06/2026,18/01/2027,retentions,5961
04/06/2026,25/01/2027,retentions,6087
04/06/2026,01/02/2027,retentions,5598
04/06/2026,08/02/2027,retentions,5444
04/06/2026,15/02/2027,retentions,5726
04/06/2026,22/02/2027,retentions,5629
04/06/2026,01/03/2027,retentions,5782
04/06/2026,08/03/2027,retentions,5836
04/06/2026,15/03/2027,retentions,5781
04/06/2026,22/03/2027,retentions,5724
04/06/2026,29/03/2027,retentions,5613
04/06/2026,05/04/2027,retentions,5738
04/06/2026,12/04/2027,retentions,5619
04/06/2026,19/04/2027,retentions,5857
04/06/2026,26/04/2027,retentions,5765
04/06/2026,04/05/2026,sales,10408
04/06/2026,11/05/2026,sales,11350
04/06/2026,18/05/2026,sales,10455
04/06/2026,25/05/2026,sales,10160
04/06/2026,01/06/2026,sales,10204
04/06/2026,08/06/2026,sales,11780
04/06/2026,15/06/2026,sales,11074
04/06/2026,22/06/2026,sales,10794
04/06/2026,29/06/2026,sales,9450
04/06/2026,06/07/2026,sales,9110
04/06/2026,13/07/2026,sales,10224
04/06/2026,20/07/2026,sales,10742
04/06/2026,27/07/2026,sales,11012
04/06/2026,03/08/2026,sales,10281
04/06/2026,10/08/2026,sales,10742
04/06/2026,17/08/2026,sales,10575
04/06/2026,24/08/2026,sales,10899
04/06/2026,31/08/2026,sales,10821
04/06/2026,07/09/2026,sales,11019
04/06/2026,14/09/2026,sales,10366
04/06/2026,21/09/2026,sales,10612
04/06/2026,28/09/2026,sales,10422
04/06/2026,05/10/2026,sales,10152
04/06/2026,12/10/2026,sales,11281
04/06/2026,19/10/2026,sales,11885
04/06/2026,26/10/2026,sales,12455
04/06/2026,02/11/2026,sales,12723
04/06/2026,09/11/2026,sales,13878
04/06/2026,16/11/2026,sales,13204
04/06/2026,23/11/2026,sales,12926
04/06/2026,30/11/2026,sales,13611
04/06/2026,07/12/2026,sales,13723
04/06/2026,14/12/2026,sales,13215
04/06/2026,21/12/2026,sales,12261
04/06/2026,28/12/2026,sales,11905
04/06/2026,04/01/2027,sales,10726
04/06/2026,11/01/2027,sales,12259
04/06/2026,18/01/2027,sales,12242
04/06/2026,25/01/2027,sales,12421
04/06/2026,01/02/2027,sales,12125
04/06/2026,08/02/2027,sales,11723
04/06/2026,15/02/2027,sales,11251
04/06/2026,22/02/2027,sales,10874
04/06/2026,01/03/2027,sales,11150
04/06/2026,08/03/2027,sales,10705
04/06/2026,15/03/2027,sales,11618
04/06/2026,22/03/2027,sales,12286
04/06/2026,29/03/2027,sales,12129
04/06/2026,05/04/2027,sales,11673
04/06/2026,12/04/2027,sales,11630
04/06/2026,19/04/2027,sales,12158
04/06/2026,26/04/2027,sales,11200
04/06/2026,04/05/2026,billing,15212
04/06/2026,11/05/2026,billing,16221
04/06/2026,18/05/2026,billing,16627
04/06/2026,25/05/2026,billing,15817
04/06/2026,01/06/2026,billing,15432
04/06/2026,08/06/2026,billing,14214
04/06/2026,15/06/2026,billing,15486
04/06/2026,22/06/2026,billing,15668
04/06/2026,29/06/2026,billing,17159
04/06/2026,06/07/2026,billing,15542
04/06/2026,13/07/2026,billing,14798
04/06/2026,20/07/2026,billing,12656
04/06/2026,27/07/2026,billing,12484
04/06/2026,03/08/2026,billing,12417
04/06/2026,10/08/2026,billing,14940
04/06/2026,17/08/2026,billing,16042
04/06/2026,24/08/2026,billing,15689
04/06/2026,31/08/2026,billing,17599
04/06/2026,07/09/2026,billing,15178
04/06/2026,14/09/2026,billing,15411
04/06/2026,21/09/2026,billing,14893
04/06/2026,28/09/2026,billing,15754
04/06/2026,05/10/2026,billing,14608
04/06/2026,12/10/2026,billing,15558
04/06/2026,19/10/2026,billing,16086
04/06/2026,26/10/2026,billing,15385
04/06/2026,02/11/2026,billing,15065
04/06/2026,09/11/2026,billing,14941
04/06/2026,16/11/2026,billing,16022
04/06/2026,23/11/2026,billing,16785
04/06/2026,30/11/2026,billing,18623
04/06/2026,07/12/2026,billing,18438
04/06/2026,14/12/2026,billing,17414
04/06/2026,21/12/2026,billing,15943
04/06/2026,28/12/2026,billing,16452
04/06/2026,04/01/2027,billing,16948
04/06/2026,11/01/2027,billing,17489
04/06/2026,18/01/2027,billing,16576
04/06/2026,25/01/2027,billing,15221
04/06/2026,01/02/2027,billing,15254
04/06/2026,08/02/2027,billing,15117
04/06/2026,15/02/2027,billing,15352
04/06/2026,22/02/2027,billing,15119
04/06/2026,01/03/2027,billing,16096
04/06/2026,08/03/2027,billing,15444
04/06/2026,15/03/2027,billing,15440
04/06/2026,22/03/2027,billing,15182
04/06/2026,29/03/2027,billing,15127
04/06/2026,05/04/2027,billing,15761
04/06/2026,12/04/2027,billing,15847
04/06/2026,19/04/2027,billing,15944
04/06/2026,26/04/2027,billing,15658
04/06/2026,04/05/2026,complaints,3790
04/06/2026,11/05/2026,complaints,3609
04/06/2026,18/05/2026,complaints,3456
04/06/2026,25/05/2026,complaints,3297
04/06/2026,01/06/2026,complaints,3459
04/06/2026,08/06/2026,complaints,3521
04/06/2026,15/06/2026,complaints,3833
04/06/2026,22/06/2026,complaints,4007
04/06/2026,29/06/2026,complaints,3979
04/06/2026,06/07/2026,complaints,4237
04/06/2026,13/07/2026,complaints,3706
04/06/2026,20/07/2026,complaints,3195
04/06/2026,27/07/2026,complaints,3199
04/06/2026,03/08/2026,complaints,3461
04/06/2026,10/08/2026,complaints,3254
04/06/2026,17/08/2026,complaints,3523
04/06/2026,24/08/2026,complaints,3594
04/06/2026,31/08/2026,complaints,3572
04/06/2026,07/09/2026,complaints,3957
04/06/2026,14/09/2026,complaints,3838
04/06/2026,21/09/2026,complaints,3876
04/06/2026,28/09/2026,complaints,4008
04/06/2026,05/10/2026,complaints,4408
04/06/2026,12/10/2026,complaints,4042
04/06/2026,19/10/2026,complaints,4152
04/06/2026,26/10/2026,complaints,4208
04/06/2026,02/11/2026,complaints,4245
04/06/2026,09/11/2026,complaints,3901
04/06/2026,16/11/2026,complaints,4006
04/06/2026,23/11/2026,complaints,4136
04/06/2026,30/11/2026,complaints,4391
04/06/2026,07/12/2026,complaints,4664
04/06/2026,14/12/2026,complaints,4610
04/06/2026,21/12/2026,complaints,4173
04/06/2026,28/12/2026,complaints,4054
04/06/2026,04/01/2027,complaints,4230
04/06/2026,11/01/2027,complaints,3979
04/06/2026,18/01/2027,complaints,4248
04/06/2026,25/01/2027,complaints,3714
04/06/2026,01/02/2027,complaints,3721
04/06/2026,08/02/2027,complaints,3814
04/06/2026,15/02/2027,complaints,3881
04/06/2026,22/02/2027,complaints,3734
04/06/2026,01/03/2027,complaints,3796
04/06/2026,08/03/2027,complaints,4242
04/06/2026,15/03/2027,complaints,3816
04/06/2026,22/03/2027,complaints,4004
04/06/2026,29/03/2027,complaints,4394
04/06/2026,05/04/2027,complaints,4494
04/06/2026,12/04/2027,complaints,4008
04/06/2026,19/04/2027,complaints,3992
04/06/2026,26/04/2027,complaints,3995
04/06/2026,04/05/2026,retentions,5496
04/06/2026,11/05/2026,retentions,5689
04/06/2026,18/05/2026,retentions,5847
04/06/2026,25/05/2026,retentions,6103
04/06/2026,01/06/2026,retentions,5528
04/06/2026,08/06/2026,retentions,5594
04/06/2026,15/06/2026,retentions,5546
04/06/2026,22/06/2026,retentions,5262
04/06/2026,29/06/2026,retentions,5384
04/06/2026,06/07/2026,retentions,5366
04/06/2026,13/07/2026,retentions,5146
04/06/2026,20/07/2026,retentions,4961
04/06/2026,27/07/2026,retentions,5069
04/06/2026,03/08/2026,retentions,5094
04/06/2026,10/08/2026,retentions,5699
04/06/2026,17/08/2026,retentions,6135
04/06/2026,24/08/2026,retentions,5898
04/06/2026,31/08/2026,retentions,5535
04/06/2026,07/09/2026,retentions,5245
04/06/2026,14/09/2026,retentions,5295
04/06/2026,21/09/2026,retentions,5190
04/06/2026,28/09/2026,retentions,5533
04/06/2026,05/10/2026,retentions,5578
04/06/2026,12/10/2026,retentions,5671
04/06/2026,19/10/2026,retentions,5604
04/06/2026,26/10/2026,retentions,5434
04/06/2026,02/11/2026,retentions,5510
04/06/2026,09/11/2026,retentions,5326
04/06/2026,16/11/2026,retentions,5842
04/06/2026,23/11/2026,retentions,6078
04/06/2026,30/11/2026,retentions,6582
04/06/2026,07/12/2026,retentions,6847
04/06/2026,14/12/2026,retentions,6927
04/06/2026,21/12/2026,retentions,5976
04/06/2026,28/12/2026,retentions,5702
04/06/2026,04/01/2027,retentions,5532
04/06/2026,11/01/2027,retentions,5813
04/06/2026,18/01/2027,retentions,6048
04/06/2026,25/01/2027,retentions,5907
04/06/2026,01/02/2027,retentions,5666
04/06/2026,08/02/2027,retentions,5434
04/06/2026,15/02/2027,retentions,5736
04/06/2026,22/02/2027,retentions,5663
04/06/2026,01/03/2027,retentions,5847
04/06/2026,08/03/2027,retentions,5753
04/06/2026,15/03/2027,retentions,5770
04/06/2026,22/03/2027,retentions,5520
04/06/2026,29/03/2027,retentions,5488
04/06/2026,05/04/2027,retentions,5779
04/06/2026,12/04/2027,retentions,5592
04/06/2026,19/04/2027,retentions,5834
04/06/2026,26/04/2027,retentions,5786
04/06/2026,04/05/2026,sales,10341
04/06/2026,11/05/2026,sales,10900
04/06/2026,18/05/2026,sales,10471
04/06/2026,25/05/2026,sales,9977
04/06/2026,01/06/2026,sales,10761
04/06/2026,08/06/2026,sales,11492
04/06/2026,15/06/2026,sales,11380
04/06/2026,22/06/2026,sales,10052
04/06/2026,29/06/2026,sales,9887
04/06/2026,06/07/2026,sales,8731
04/06/2026,13/07/2026,sales,10047
04/06/2026,20/07/2026,sales,11151
04/06/2026,27/07/2026,sales,10903
04/06/2026,03/08/2026,sales,10616
04/06/2026,10/08/2026,sales,10892
04/06/2026,17/08/2026,sales,11071
04/06/2026,24/08/2026,sales,11291
04/06/2026,31/08/2026,sales,11834
04/06/2026,07/09/2026,sales,11370
04/06/2026,14/09/2026,sales,10765
04/06/2026,21/09/2026,sales,9989
04/06/2026,28/09/2026,sales,10600
04/06/2026,05/10/2026,sales,9447
04/06/2026,12/10/2026,sales,10736
04/06/2026,19/10/2026,sales,11086
04/06/2026,26/10/2026,sales,12132
04/06/2026,02/11/2026,sales,13591
04/06/2026,09/11/2026,sales,13876
04/06/2026,16/11/2026,sales,13260
04/06/2026,23/11/2026,sales,12934
04/06/2026,30/11/2026,sales,13218
04/06/2026,07/12/2026,sales,13415
04/06/2026,14/12/2026,sales,12920
04/06/2026,21/12/2026,sales,12450
04/06/2026,28/12/2026,sales,11091
04/06/2026,04/01/2027,sales,10891
04/06/2026,11/01/2027,sales,11822
04/06/2026,18/01/2027,sales,12447
04/06/2026,25/01/2027,sales,12695
04/06/2026,01/02/2027,sales,11635
04/06/2026,08/02/2027,sales,11968
04/06/2026,15/02/2027,sales,11450
04/06/2026,22/02/2027,sales,10555
04/06/2026,01/03/2027,sales,11445
04/06/2026,08/03/2027,sales,11100
04/06/2026,15/03/2027,sales,11628
04/06/2026,22/03/2027,sales,12172
04/06/2026,29/03/2027,sales,12546
04/06/2026,05/04/2027,sales,11423
04/06/2026,12/04/2027,sales,12226
04/06/2026,19/04/2027,sales,11598
04/06/2026,26/04/2027,sales,11610
05/06/2026,04/05/2026,billing,15422
05/06/2026,11/05/2026,billing,16145
05/06/2026,18/05/2026,billing,16580
05/06/2026,25/05/2026,billing,15866
05/06/2026,01/06/2026,billing,15164
05/06/2026,08/06/2026,billing,14593
05/06/2026,15/06/2026,billing,15895
05/06/2026,22/06/2026,billing,16060
05/06/2026,29/06/2026,billing,17764
05/06/2026,06/07/2026,billing,15890
05/06/2026,13/07/2026,billing,14643
05/06/2026,20/07/2026,billing,12625
05/06/2026,27/07/2026,billing,12452
05/06/2026,03/08/2026,billing,13505
05/06/2026,10/08/2026,billing,15063
05/06/2026,17/08/2026,billing,15894
05/06/2026,24/08/2026,billing,15352
05/06/2026,31/08/2026,billing,15369
05/06/2026,07/09/2026,billing,15593
05/06/2026,14/09/2026,billing,15964
05/06/2026,21/09/2026,billing,14754
05/06/2026,28/09/2026,billing,15009
05/06/2026,05/10/2026,billing,15099
05/06/2026,12/10/2026,billing,15552
05/06/2026,19/10/2026,billing,15544
05/06/2026,26/10/2026,billing,15072
05/06/2026,02/11/2026,billing,15348
05/06/2026,09/11/2026,billing,14995
05/06/2026,16/11/2026,billing,15380
05/06/2026,23/11/2026,billing,17122
05/06/2026,30/11/2026,billing,18596
05/06/2026,07/12/2026,billing,18390
05/06/2026,14/12/2026,billing,17469
05/06/2026,21/12/2026,billing,16148
05/06/2026,28/12/2026,billing,16831
05/06/2026,04/01/2027,billing,16566
05/06/2026,11/01/2027,billing,17664
05/06/2026,18/01/2027,billing,16904
05/06/2026,25/01/2027,billing,15707
05/06/2026,01/02/2027,billing,15267
05/06/2026,08/02/2027,billing,14992
05/06/2026,15/02/2027,billing,15362
05/06/2026,22/02/2027,billing,15507
05/06/2026,01/03/2027,billing,15913
