date,date_display,upper_bound,lower_bound,queue,demand,default_aht,default_occupancy,default_shrinkage,default_contracted_hours,default_opening_fte,work_type,concurrency,weekly_open_hours,target_service_level,target_answer_seconds,default_attrition,aht_seconds,occupancy,shrinkage,contracted_hours_per_week,base_layer,growth_layer,seasonality_layer,transformation_layer,operational_layer,resolved_forecast,resolved_demand,budgeted_fte,ai_deflection,demand_change,productivity_gain,aht_change,occupancy_change,shrinkage_change,effective_aht,effective_productive_hours,workload_hours,net_requirement,gross_requirement,average_interval_volume,erlang_uplift,available_supply,new_hires,manual_attrition,structural_attrition,total_attrition,attrition,productive_supply,fte_gap,budget_variance,requirement_vs_budget,repeat_demand,snapshot_date,budget_fte,budgeted_fte_new
03/08/2026,03/08/2026,5468,4713,retentions,5091,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5091.0,5116.454999999999,5116.454999999999,4604.809499999999,4466.665214999999,4466.665214999999,4466.665214999999,91.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,682.41,52.1,52.1,26.587292946428565,1.6433470646885275,62.0,0.0,0.0,0.0,0.0,0.0,62.0,9.9,-29.5,39.4,0.0,03/06/2026 16:51:47,,
10/08/2026,10/08/2026,5883,5128,retentions,5505,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5505.0,5534.642307692307,5534.642307692307,4953.504865384615,4804.899719423077,4804.899719423077,4804.899719423077,86.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,734.08,55.62,55.62,28.600593567994505,1.6307730386172934,62.0,0.0,0.0,0.0,0.0,0.0,62.0,6.38,-24.5,30.88,0.0,03/06/2026 16:51:47,,
17/08/2026,17/08/2026,6565,5810,retentions,6187,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6187.0,6222.694230769231,6222.694230769231,5538.197865384615,5372.051929423077,5372.051929423077,5372.051929423077,89.1,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,820.73,61.48,61.48,31.97649957989927,1.6124185683081558,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.52,-27.1,27.62,0.0,03/06/2026 16:51:47,,
24/08/2026,24/08/2026,6167,5412,retentions,5789,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5789.0,5824.624615384616,5824.624615384616,5154.792784615385,5000.149001076924,5000.149001076924,5000.149001076924,91.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,763.91,57.64,57.64,29.76279167307693,1.6241027133803927,61.0,0.0,0.0,1.0,1.0,1.0,61.0,3.36,-30.9,34.26,0.0,03/06/2026 16:51:47,,
31/08/2026,31/08/2026,6189,5434,retentions,5811,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5811.0,5848.995000000001,5848.995000000001,5147.115600000001,4992.702132000001,4992.702132000001,4992.702132000001,82.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,762.77,57.56,57.56,29.71846507142858,1.6243499223869842,61.0,0.0,0.0,0.0,0.0,0.0,61.0,3.44,-21.7,25.14,0.0,03/06/2026 16:51:47,,
07/09/2026,07/09/2026,5765,5009,retentions,5387,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5387.0,5424.294615384616,5424.294615384616,4746.257788461539,4603.870054807693,4603.870054807693,4603.870054807693,87.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,703.37,53.53,53.53,27.403988421474363,1.6380795383440896,61.0,0.0,0.0,0.0,0.0,0.0,61.0,7.47,-26.9,34.37,0.0,03/06/2026 16:51:47,,
14/09/2026,14/09/2026,5673,4918,retentions,5296,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5296.0,5334.701538461538,5334.701538461538,4641.190338461538,4501.954628307692,4501.954628307692,4501.954628307692,85.4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,687.8,52.47,52.47,26.797348978021972,1.6419692691836687,61.0,0.0,0.0,0.0,0.0,0.0,61.0,8.53,-24.4,32.93,0.0,03/06/2026 16:51:47,,
21/09/2026,21/09/2026,5439,4684,retentions,5061,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5061.0,5099.930769230769,5099.930769230769,4411.440115384616,4279.096911923077,4279.096911923077,4279.096911923077,88.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,653.75,50.14,50.14,25.47081495192307,1.6509540465653978,60.0,0.0,0.0,1.0,1.0,1.0,60.0,9.86,-28.0,37.86,0.0,03/06/2026 16:51:47,,
28/09/2026,28/09/2026,5965,5210,retentions,5588,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5588.0,5633.133846153846,5633.133846153846,4844.495107692308,4699.160254461539,4699.160254461539,4699.160254461539,85.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,717.93,54.52,54.52,27.97119199084249,1.6345577389927175,60.0,0.0,0.0,0.0,0.0,0.0,60.0,5.48,-25.5,30.98,0.0,03/06/2026 16:51:47,,
05/10/2026,05/10/2026,6167,5412,retentions,5789,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5789.0,5837.983846153847,5837.983846153847,4991.476188461539,4841.731902807693,4841.731902807693,4841.731902807693,87.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,739.71,56.0,56.0,28.819832754807695,1.629483921348176,60.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,-27.0,31.0,0.0,03/06/2026 16:51:47,,
12/10/2026,12/10/2026,6092,5337,retentions,5715,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5715.0,5765.55576923077,5765.55576923077,4900.7224038461545,4753.70073173077,4753.70073173077,4753.70073173077,91.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,726.26,55.08,55.08,28.29583768887363,1.6325898182207983,60.0,0.0,0.0,0.0,0.0,0.0,60.0,4.92,-31.0,35.92,0.0,03/06/2026 16:51:47,,
19/10/2026,19/10/2026,6121,5365,retentions,5743,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5743.0,5796.012307692307,5796.012307692307,4897.6304,4750.701488,4750.701488,4750.701488,86.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,725.8,55.05,55.05,28.277985047619048,1.6326971551391862,59.0,0.0,0.0,1.0,1.0,1.0,59.0,3.95,-27.5,31.45,0.0,03/06/2026 16:51:47,,
26/10/2026,26/10/2026,5995,5240,retentions,5617,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5617.0,5671.009615384615,5671.009615384615,4763.648076923077,4620.738634615384,4620.738634615384,4620.738634615384,86.2,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,705.95,53.7,53.7,27.504396634615382,1.63744817110098,59.0,0.0,0.0,0.0,0.0,0.0,59.0,5.3,-27.2,32.5,0.0,03/06/2026 16:51:47,,
02/11/2026,02/11/2026,5737,4981,retentions,5359,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5359.0,5412.59,5412.59,4519.512650000001,4519.512650000001,4519.512650000001,4519.512650000001,88.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,690.48,52.65,52.65,26.901861011904764,1.6412897755555202,59.0,0.0,0.0,0.0,0.0,0.0,59.0,6.35,-29.7,36.05,0.0,03/06/2026 16:51:47,,
09/11/2026,09/11/2026,5825,5070,retentions,5447,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5447.0,5503.5650000000005,5503.5650000000005,4567.95895,4567.95895,4567.95895,4567.95895,88.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,697.88,53.15,53.15,27.190231845238095,1.6394352694169856,59.0,0.0,0.0,0.0,0.0,0.0,59.0,5.85,-29.9,35.75,0.0,03/06/2026 16:51:47,,
16/11/2026,16/11/2026,6115,5359,retentions,5737,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5737.0,5798.783076923078,5798.783076923078,4783.996038461539,4783.996038461539,4783.996038461539,4783.996038461539,80.4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,730.89,55.4,55.4,28.476166895604397,1.631511275448709,59.0,0.0,0.0,0.0,0.0,0.0,59.0,3.6,-21.4,25.0,0.0,03/06/2026 16:51:47,,
23/11/2026,23/11/2026,6400,5645,retentions,6023,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6023.0,6090.179615384615,6090.179615384615,4993.947284615385,4993.947284615385,4993.947284615385,4993.947284615385,88.6,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,762.96,57.57,57.57,29.725876694139195,1.624308549347312,58.0,0.0,0.0,1.0,1.0,1.0,58.0,0.43,-30.6,31.03,0.0,03/06/2026 16:51:47,,
30/11/2026,30/11/2026,7080,6325,retentions,6702,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6702.0,6779.330769230769,6779.330769230769,5559.051230769231,5559.051230769231,5559.051230769231,5559.051230769231,87.6,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,849.3,63.41,63.41,33.08959065934066,1.6069917161804552,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-5.41,-29.6,24.19,0.0,03/06/2026 16:51:47,,
07/12/2026,07/12/2026,7300,6545,retentions,6923,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6923.0,7005.543461538462,7005.543461538462,5744.545638461539,5744.545638461539,5744.545638461539,5765.325909286932,87.4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,877.64,65.31,65.31,34.19372403846154,1.6018724998570573,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-7.31,-29.4,22.09,20.78027082539285,03/06/2026 16:51:47,,
14/12/2026,14/12/2026,7112,6357,retentions,6734,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6734.0,6816.88,6816.88,5589.8416,5589.8416,5589.8416,5622.224941631074,84.3,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,854.0,63.72,63.72,33.272866666666665,1.606124367139775,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-5.72,-26.3,20.58,32.38334163107415,03/06/2026 16:51:47,,
21/12/2026,21/12/2026,6335,5580,retentions,5957,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5957.0,6032.6080769230775,6032.6080769230775,4946.738623076923,4946.738623076923,4946.738623076923,4969.420545932721,86.1,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,755.75,57.09,57.09,29.44487275641026,1.625888079162772,57.0,0.0,0.0,1.0,1.0,1.0,57.0,-0.09,-29.1,29.01,22.681922855798284,03/06/2026 16:51:47,,
28/12/2026,28/12/2026,5910,5155,retentions,5533,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5533.0,5605.354615384615,5605.354615384615,4596.390784615384,4596.390784615384,4596.390784615384,4596.437442034295,88.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,702.23,53.45,53.45,27.359468956043955,1.638360588440098,57.0,0.0,0.0,0.0,0.0,0.0,57.0,3.55,-31.5,35.05,0.0466574189101289,03/06/2026 16:51:47,,
04/01/2027,04/01/2027,6034,5278,retentions,5656,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5656.0,5732.138461538461,5732.138461538461,4700.353538461539,4700.353538461539,4700.353538461539,4700.353538461539,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,718.11,54.53,54.53,27.978294871794873,1.6345143169466168,57.0,0.0,0.0,0.0,0.0,0.0,57.0,2.47,,,0.0,03/06/2026 16:51:47,,
11/01/2027,11/01/2027,6136,5381,retentions,5758,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5758.0,5837.7261538461535,5837.7261538461535,4786.935446153846,4786.935446153846,4786.935446153846,4786.935446153846,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,731.34,55.43,55.43,28.493663369963368,1.631407174883479,57.0,0.0,0.0,0.0,0.0,0.0,57.0,1.57,,,0.0,03/06/2026 16:51:47,,
18/01/2027,18/01/2027,6428,5673,retentions,6050,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6050.0,6136.096153846154,6136.096153846154,5031.598846153846,5031.598846153846,5031.598846153846,5031.598846153846,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,768.72,57.96,57.96,29.949993131868133,1.623064752911458,57.0,0.0,0.0,0.0,0.0,0.0,57.0,-0.96,,,0.0,03/06/2026 16:51:47,,
25/01/2027,25/01/2027,6382,5627,retentions,6005,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6005.0,6092.765384615385,6092.765384615385,4996.067615384616,4996.067615384616,4996.067615384616,4997.676450557106,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,763.29,57.6,57.6,29.738497710622717,1.62423813211193,56.0,0.0,0.0,1.0,1.0,1.0,56.0,-1.6,,,1.608835172490476,03/06/2026 16:51:47,,
01/02/2027,01/02/2027,6152,5397,retentions,5774,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5774.0,5860.61,5860.61,4805.700199999999,4805.700199999999,4805.700199999999,4809.1708086462195,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,734.2,55.62,55.62,28.605358333333328,1.630744864546637,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.38,,,3.4706086462202173,03/06/2026 16:51:47,,
08/02/2027,08/02/2027,5750,4994,retentions,5372,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5372.0,5454.6461538461535,5454.6461538461535,4472.809846153846,4472.809846153846,4472.809846153846,4472.809846153846,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,683.35,52.16,52.16,26.62386813186813,1.6431059895264233,56.0,0.0,0.0,0.0,0.0,0.0,56.0,3.84,,,0.0,03/06/2026 16:51:47,,
15/02/2027,15/02/2027,6075,5320,retentions,5698,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5698.0,5787.8530769230765,5787.8530769230765,4746.039523076923,4746.039523076923,4746.039523076923,4746.039523076923,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,725.09,55.0,55.0,28.250235256410253,1.6328641994626338,56.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,,,0.0,03/06/2026 16:51:47,,
22/02/2027,22/02/2027,6057,5302,retentions,5680,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5680.0,5771.753846153846,5771.753846153846,4732.838153846154,4732.838153846154,4732.838153846154,4732.838153846154,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,723.07,54.87,54.87,28.171655677655675,1.6333385601315689,55.0,0.0,0.0,1.0,1.0,1.0,55.0,0.13,,,0.0,03/06/2026 16:51:47,,
01/03/2027,01/03/2027,6054,5298,retentions,5676,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5676.0,5769.872307692308,5769.872307692308,4731.295292307693,4731.295292307693,4731.295292307693,4731.295292307693,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,722.84,54.85,54.85,28.16247197802198,1.63339412882987,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.15,,,0.0,03/06/2026 16:51:47,,
08/03/2027,08/03/2027,6080,5325,retentions,5702,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5702.0,5798.495384615384,5798.495384615384,4754.766215384615,4754.766215384615,4754.766215384615,4754.766215384615,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,726.42,55.1,55.1,28.30217985347985,1.63255171114801,55.0,0.0,0.0,0.0,0.0,0.0,55.0,-0.1,,,0.0,03/06/2026 16:51:47,,
15/03/2027,15/03/2027,6054,5299,retentions,5677,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5677.0,5775.255769230769,5775.255769230769,4735.709730769231,4735.709730769231,4735.709730769231,4735.764874104336,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,723.51,54.9,54.9,28.188748397435894,1.633235207876691,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.1,,,0.0551433351049162,03/06/2026 16:51:47,,
22/03/2027,22/03/2027,5814,5058,retentions,5436,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5436.0,5532.175384615384,5532.175384615384,4536.383815384615,4536.383815384615,4536.383815384615,4536.383815384615,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,693.06,52.83,52.83,27.002284615384617,1.6406405831982842,55.0,0.0,0.0,0.0,0.0,0.0,55.0,2.17,,,0.0,03/06/2026 16:51:47,,
29/03/2027,29/03/2027,5908,5153,retentions,5531,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5531.0,5630.983461538462,5630.983461538462,4617.4064384615385,4617.4064384615385,4617.4064384615385,4617.4064384615385,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,705.44,53.67,53.67,27.484562133699633,1.6375726162504274,54.0,0.0,0.0,1.0,1.0,1.0,54.0,0.33,,,0.0,03/06/2026 16:51:47,,
05/04/2027,05/04/2027,5931,5176,retentions,5554,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5554.0,5656.535384615385,5656.535384615385,4638.359015384615,4638.359015384615,4638.359015384615,4638.359015384615,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,708.64,53.89,53.89,27.609279853479855,1.636792346321219,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.11,,,0.0,03/06/2026 16:51:47,,
12/04/2027,12/04/2027,6192,5436,retentions,5814,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5814.0,5923.571538461539,5923.571538461539,4857.328661538462,4857.328661538462,4857.328661538462,4857.328661538462,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,742.09,56.16,56.16,28.912670604395608,1.6289424629482003,54.0,0.0,0.0,0.0,0.0,0.0,54.0,-2.16,,,0.0,03/06/2026 16:51:47,,
19/04/2027,19/04/2027,6313,5558,retentions,5936,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5936.0,6050.153846153846,6050.153846153846,4961.126153846153,4961.126153846153,4961.126153846153,4966.621926101135,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,757.95,57.23,57.23,29.530512820512815,1.625404306550296,54.0,0.0,0.0,0.0,0.0,0.0,54.0,-3.23,,,5.495772254981823,03/06/2026 16:51:47,,
26/04/2027,26/04/2027,6022,5267,retentions,5644,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5644.0,5754.709230769231,5754.709230769231,4718.861569230769,4718.861569230769,4718.861569230769,4728.850535006934,,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,720.94,54.72,54.72,28.08846172161172,1.633842944158217,54.0,0.0,0.0,0.0,0.0,0.0,54.0,-0.72,,,9.98896577616383,03/06/2026 16:51:47,,
04/05/2026,04/05/2026,11045,8971,sales,10008,400,88,24,37.5,80,call,1,84,80,20,24,400,0.88,0.24,37.5,10008.0,10008.0,10008.0,9657.72,9657.72,9657.72,9657.72,105.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,28.5,1073.08,75.72,75.72,57.48642857142857,1.769784462462748,80.0,0.0,0.0,0.0,0.0,0.0,80.0,4.28,-25.0,29.28,0.0,03/06/2026 16:51:47,,
11/05/2026,11/05/2026,12010,9935,sales,10972,400,88,24,37.5,80,call,1,84,80,20,24,400,0.88,0.24,37.5,10972.0,10988.88,10988.88,10549.3248,10549.3248,10549.3248,10549.3248,104.7,0.0,0.0,0.0,0.0,0.0,0.0,400.0,28.5,1172.15,82.15,82.15,62.79359999999999,1.757700119961091,80.0,0.0,0.0,0.0,0.0,0.0,80.0,-2.15,-24.7,22.55,0.0,03/06/2026 16:51:47,,
18/05/2026,18/05/2026,11490,9416,sales,10453,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10453.0,10485.163076923076,10485.163076923076,10013.330738461538,10013.330738461538,10013.330738461538,10020.03054498212,108.0,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1070.87,72.02,72.02,59.603159157509154,1.8000730030732317,79.0,0.0,0.0,1.0,1.0,1.0,79.0,6.98,-29.0,35.98,6.699806520580707,03/06/2026 16:51:47,,
25/05/2026,25/05/2026,11309,9234,sales,10272,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10272.0,10319.409230769232,10319.409230769232,9803.43876923077,9803.43876923077,9803.43876923077,9803.43876923077,109.1,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1048.42,70.62,70.62,58.3538021978022,1.803055311209898,79.0,0.0,0.0,0.0,0.0,0.0,79.0,8.38,-30.1,38.48,0.0,03/06/2026 16:51:47,,
01/06/2026,01/06/2026,11755,9681,sales,10718,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10718.0,10783.956923076925,10783.956923076925,10190.839292307692,10190.839292307692,10190.839292307692,10190.839292307692,106.0,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1089.85,73.19,73.19,60.659757692307686,1.7976230698745477,79.0,0.0,0.0,0.0,0.0,0.0,79.0,5.81,-27.0,32.81,0.0,03/06/2026 16:51:47,,
08/06/2026,08/06/2026,12213,10139,sales,11176,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,11176.0,11261.969230769231,11261.969230769231,10586.251076923078,10586.251076923078,10586.251076923078,10586.251076923078,108.5,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1132.14,75.81,75.81,63.01339926739927,1.7923889174202086,78.0,0.0,0.0,1.0,1.0,1.0,78.0,2.19,-30.5,32.69,0.0,03/06/2026 16:51:47,,
15/06/2026,15/06/2026,11735,9660,sales,10698,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10698.0,10796.750769230768,10796.750769230768,10094.961969230768,10094.961969230768,10094.961969230768,10094.961969230768,107.7,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1079.6,72.56,72.56,60.08905934065933,1.798938322690114,78.0,0.0,0.0,0.0,0.0,0.0,78.0,5.44,-29.7,35.14,0.0,03/06/2026 16:51:47,,
22/06/2026,22/06/2026,11281,9207,sales,10244,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10244.0,10354.320000000002,10354.320000000002,9629.5176,9629.5176,9629.5176,9629.5176,110.4,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1029.82,69.47,69.47,57.31855714285715,1.8056000394061824,78.0,0.0,0.0,0.0,0.0,0.0,78.0,8.53,-32.4,40.93,0.0,03/06/2026 16:51:47,,
29/06/2026,29/06/2026,11284,9209,sales,10246,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10246.0,10372.104615384616,10372.104615384616,9594.19676923077,9594.19676923077,9594.19676923077,9594.19676923077,107.2,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1026.05,69.23,69.23,57.10831410256411,1.8061252716691605,77.0,0.0,0.0,1.0,1.0,1.0,77.0,7.77,-30.2,37.97,0.0,03/06/2026 16:51:47,,
06/07/2026,06/07/2026,10393,8318,sales,9355,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,9355.0,9484.530769230769,9484.530769230769,8725.768307692308,9423.829772307692,9423.829772307692,9423.829772307692,106.3,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1007.83,68.1,68.1,56.09422483516484,1.80870001892546,77.0,0.0,0.0,0.0,0.0,0.0,77.0,8.9,-29.3,38.2,0.0,03/06/2026 16:51:47,,
13/07/2026,13/07/2026,10359,8284,sales,9321,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,9321.0,9464.4,9464.4,8659.926,9352.72008,9352.72008,9352.72008,106.7,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1000.22,67.63,67.63,55.67095285714285,1.8097954486643435,77.0,0.0,0.0,0.0,0.0,0.0,77.0,9.37,-29.7,39.07,0.0,03/06/2026 16:51:47,,
20/07/2026,20/07/2026,12097,10022,sales,11060,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,11060.0,11247.16923076923,11247.16923076923,10234.924,11053.71792,11053.71792,11053.71792,109.1,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1182.13,78.9,78.9,65.79594,1.7865669726748887,76.0,0.0,0.0,1.0,1.0,1.0,76.0,-2.9,-33.1,30.2,0.0,03/06/2026 16:51:47,,
27/07/2026,27/07/2026,11952,9877,sales,10914,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10914.0,11115.489230769232,11115.489230769232,10059.517753846154,10864.279174153848,10864.279174153848,10875.962893834714,104.3,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1161.87,77.65,77.65,64.66832841758243,1.7888809724711976,76.0,0.0,0.0,0.0,0.0,0.0,76.0,-1.65,-28.3,26.65,11.683719680866767,03/06/2026 16:51:47,,
03/08/2026,03/08/2026,12188,10113,sales,11150,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,11150.0,11373.0,11373.0,10235.7,11054.556000000002,11054.556000000002,11059.609272314923,112.1,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1182.22,78.91,78.91,65.80092857142859,1.7865568678510106,75.0,0.0,0.0,1.0,1.0,1.0,75.0,-3.91,-37.1,33.19,5.053272314923002,03/06/2026 16:51:47,,
10/08/2026,10/08/2026,11790,9716,sales,10753,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10753.0,10984.603076923077,10984.603076923077,9831.219753846151,10617.717334153846,10617.717334153846,10636.015102036132,105.5,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1135.51,76.02,76.02,63.200698417582416,1.7919849972971278,75.0,0.0,0.0,0.0,0.0,0.0,75.0,-1.02,-30.5,29.48,18.29776788228638,03/06/2026 16:51:47,,
17/08/2026,17/08/2026,11837,9763,sales,10800,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10800.0,11049.230769230768,11049.230769230768,9833.815384615384,10620.520615384616,10620.520615384616,10623.000198464208,104.8,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1135.81,76.04,76.04,63.21738461538462,1.7919490997745706,75.0,0.0,0.0,0.0,0.0,0.0,75.0,-1.04,-29.8,28.76,2.479583079592402,03/06/2026 16:51:47,,
24/08/2026,24/08/2026,11775,9701,sales,10738,400,88,24,37.5,80,call,1,84,80,20,24,400,0.9,0.2299999999999999,37.5,10738.0,11002.320000000002,11002.320000000002,9737.053200000002,10516.017456000003,10516.017456000003,10518.566194594296,105.2,0.0,0.1,0.03,-15.0,2.0,-1.0,385.0,29.74125,1124.63,75.35,75.35,62.59534200000002,1.7932970094722185,74.0,0.0,0.0,1.0,1.0,1.0,74.0,-1.35,-31.2,29.85,2.548738594292026,03/06/2026 16:51:47,,
